nameEn,nameKo,descriptionEn,descriptionKo,type,categoryEn,categoryKo,videoId,participants,conferenceYear,imageIdx,imageCnt
Memory Horizon,Memory Horizon,"“See the Unseen.”
Memory is a collective term of a psychic function to cause impression, perception, and conception, which refers to the phenomenon that a human or an animal storing what they have experienced into the specific term and reproducing or restructuring them later. Our memory exists under the surface of consciousness, entered as a fragment with individual keywords, and restructured with their own special story at the very moment of printing it out. We all destroy the wall between the past and the present through the active  process of cognitive force called memory and experience the transcending moment beyond the dailiness as a dasein. 
Memory Horizon intends to express the beauty of memory crossing the reality and the fantasy through the stereoscopic spatialization by rediscovering the aesthetic value embedded in the attribute of ‘memory’ as a process of storing and revealing of the experimental past.
The mechanical movement of a clock located in the center of the space reveals the limitation of horizontal dimension of time and at the same time physically indicates the mediating energy emitted on the border of existence and non-existence. As a main agent with a fragment of memory of their own and externalizing its subconsciousness, and as a creator of the new story, the audience is constructing a new meaning to the un-daily space of the work. 
We’re expecting Memory Horizon to exist as a field of experiencing special multisensory space by projecting the archetypal beauty of memory.","“See the Unseen.”
기억이란 인상, 지각, 관념을 유발하는 정신기능의 총칭으로, 사람이나 동물이 경험한 것을 특정 형태로 저장하였다가 나중에 재생 또는 재구성하는 현상을 일컫는다.  우리의 기억은 각각의 키워드를 가진 채 조각으로 입력되어 의식의 표면 아래에 존재하고 있으며, 그것을 인출해 내는 현재의 시점에서 각자의 특별한 스토리와 함께 재구성된다. 우리는 누구나 기억 이라는 능동적인 인지작용의 과정을 통해 과거와 현재의 벽을 허물며, 현존재로서 세계의 일상성을 초월하는 경험을 한다.
이 작품은 경험적 과거가 보유 및 발현되는 과정인 ’기억’의 속성에 내재하는 미적 가치를 재발견하여 입체적으로 공간화함으로써, 현실성과 환상성을 넘나드는 기억의 아름다움을 표현하고자 하였다.
공간의 중심에 위치한 시계의 기계적 움직임은 수평적 차원의 시간이 갖는 한계성을 드러냄과 동시에 현존과 비현존의 경계에서 발산되는 매개적 에너지를 물리적으로 나타내고 있다.
저마다의 기억의 파편을 간직하며 그것의 잠재를 표면화하는 주체로서, 그리고 새로운 이야기의 크리에이터로서, 관람객은 작품 속 탈일상적 공간에 의미를 부여한다.
Memory Horizon이 기억의 원형적인 아름다움을 투영함으로써 특별한 공감각적 경험의 장으로 실재하기를 기대한다.",EXHIBITION,Interactive Installation ,인터렉티브 설치,E8kHaQMUkW4,"박선우,한소영",2016,13,6
CAVE,동굴,"The artists unfold their fantasy in an immersive virtual space. The audience walks around, observing and interacting with the virtual world.",몰입형 가상 공간에서 작가들의 환상을 풀어낸다. 관객은 걸어 다니고 둘러보며 이 가상 세계를 관찰하고 그와 상호 작용 한다.,EXHIBITION,Interactive Media Art,인터렉티브 미디어 아트,UDYepnzpD4s,"곽선근,이다은",2016,14,2
Illuminator,Illuminator,"“Fantasy on your mind”
The second work of PKW X JYJ Illuminator began under the motto to wake people’s senses of illusion. Facing the stairs surrounded by the unknown darkness, what do you expecting for? Inside the space that everyone feels differently about, the fantasy is blooming. Sensual images stimulate your visibility, and mysterious music evokes your imagination.The stair you step up is making the illusion you want.
Before passing through the hallway, please draw your own story about fantasy you expect on the prepared little post-it. And please share that little secret in the dark space where only you can find out. Illuminator, will be an enlightener full of lights and will blow illusions to your daily life. Walk through the stairs connecting the 4th and 5th floors of the exhibition and Find your own illusion.
Made by PKW Composed by JYJ","“Fantasy on your mind”
PKW X JYJ의 두 번째 작품 Illuminator는 환상에 대한 오감을 깨워주겠다는 모토로 시작되었습니다. 알 수 없는 암흑으로 둘러싸인 계단, 당신이 기대하고 있는 것은 무엇인가요? 모두가 다르게 느끼는 공간, 그 속에서 피어나는 환상. 감각적인 영상은 시각을 자극하고 새로운 음악은 상상을 불러일으킵니다. 당신이 걷는 길이, 곧 당신이 보고자 하는 환상을 만들어냅니다.
통로를 지나가기 전, 당신이 기대하는 환상에 대해 이야기를 준비된 작은 포스트잇에 그려내주세요. 그리고 어둠 속에서 찾아낸 당신만의 공간에 그 비밀을 공유해주세요. Illuminator, 빛으로 가득 찬 계몽자가 되어 당신의 일상에 환상이라는 숨을 불어 넣어드립니다. 4층과 5층 전시장을 이어주는 계단을 내딛으며 나만의 illusion을 찾으세요.
Made by PKW Composed by JYJ",EXHIBITION,Installation Media Art,설치 미디어아트,Xt1Ncf5BuZ0,"박건우,서재원,장윤정",2016,15,10
PROXY,PROXY,"As seen from Charlie Chaplin’s ‘Modern Times’ in 1936 or the novel ‘1984’ by George Orwell, the diagnosis for the modern human being has already been given long time ago. However, it is hard to say ourselves living in nowadays Korean society recognize this old diagnosis. ‘Proxy’ contains the contemplation towards the human being. It casts questions where the existences are orginated from and where they are heading to, and if the identity of an individual consists of the mere memory. Hope this project can be the shocking diagnosis to many people like a bomb.","1936년에 나온 찰리 채플린의 영화 ‘모던타임즈’나 1948년에 나온 소설 ‘1984’을 보면 이미 현대인에 대한 진단은 오래전부터 내려졌다. 그러나 오늘의 한국 사회를 살아가는 우리들이 그 오래된 진단을 인지하고 있다고 말할 수 있을까. ‘프록시’는 인간의 존재에 대한 고찰을 담고 있다. 존재가 어디서 오고 어디로 가는지, 그리고 개인의 정체성은 기억으로 이루어지는가를 묻고 있다. 이 프로젝트가 많은 사람들에게 마치 폭탄과 같은 충격의 진단이 되기를 바란다.",EXHIBITION,Book,책,icsTP9Tk3l0,김진수,2016,16,2
Daillusion : The Sogang,Daillusion : The Sogang,"Fantasy of the Routine And The routine of the Fantasy
As Sogang University to be its background, We set our goal to make a harmonized graphic artworks between storytelling photographing and digital media arts based on time lapse, time gap, and other various changes.
The new fantasy found from everyday life we pass through enables the observer to open the new eye.
The ripple began from the eye spread to the brain and will know your heart as fantasy.
As you get over from the fantasy, you then realize the space of the fantasy was your normal life.
The routine became the fantasy and the fantasy is your routine.
We make an artwork that can transform your routine in Sogang University to Fantasy.","Daily + illusion = Daillusion.
일상속의 환상 그리고 환상속의 일상.
서강대학교를 배경으로 하여 타임랩스, 시간차, 다양한 변화를 기본으로 한 그래픽아트 작품으로 스토리텔링 포토그래핑과 디지털미디어아트의 조화를 목표로 했다.
우리가 매일매일 스쳐 지나왔던 일상 속에서 찾는 새로운 환상은 관찰자로 하여금 다른눈을 뜨게 해준다.
눈으로부터 시작된 그 물결이 뇌를 지나쳐 환상을 만들어 심장을 두드린다. 
그리고 그 환상에서 빠져나올때쯤이 되면 자신이 빠져있던 그 환상의 공간은 일상이였다는 사실을 깨닫는다.
일상이 곧 환상이 되고 환상이 곧 일상이기 때문이다.
우리는 서강대학교의 일상을 환상으로 바꾸는 작품을 만든다.
",EXHIBITION,Photography+Digital Media Art,포토그래피+디지털 미디어 아트,pD7lzpjNcUI,"박건우,최근우",2016,17,5
Fantasia,Fantasia,"“Fantasy is created by you, and destroyed by you.”
This artwork shows the attribute of fantasy. The person who was tempted by the fantasy tries to get closer to it. However, at that time, the fantasy loses its form and breaks down. By the ‘recognition’. Ironically the fantasy is created in the idea of someone, but also the fantasy is ruined by same person when he tries to touch it.
When audiences get into the foggy space, they will meet a cube frame with the laser. The shape of laser light shining in fog shows an image of fantasy abstractly. When audiences come close to see the artwork, lasers vibrate, then the shape loses its original form.
Media artist group ‘ANTS’ wants to tell about the relationship between fantasy and recognition with this artwork.
","“환상은 당신에 의해 만들어지고 동시에 당신에 의해 파괴된다.” 
이 작품은 그러한 환상의 속성을 보여주는 작품이다. ‘환상’에 현혹된 사람은 그것을 소유하고 싶다는 ‘욕망’에 사로잡혀 거리를 좁히게 되고, 그 순간 사람의 ‘인지(認知)’로 인해 환상은 형체를 잃고 부서져 버린다. 나의 관념 속에서 만들어진 산물이지만 그것을 범하려는 순간 훼손되어버리는 것이다.
관객이 공간 안에 들어왔을 때 처음 마주하는 건 공간을 가득 채운 안개와 큐브, 그리고 큐브 안에서 교차되는 레이저 빛들이다. 안개 속에서 빛나는 레이저의 조형은 환상의 모습을 추상적으로 보여준다. 관객이 작품을 보고자 접근하는 순간, 큐브 안쪽을 비추던 레이저는 빠르게 진동하며 원래의 형체를 점점 잃어간다.
미디어아티스트그룹 ANTS는 환상과 인지의 관계에 대해 이야기하고자 한다.
",EXHIBITION,Installation Media Art,설치 미디어아트,b0CbloN0OFc,"김도균,김태훈,조남준,현준호",2016,18,7
And there existed desires at the beginning,태초에 욕망이 있었다,"“Go on, my dear,"" urges the snake. ""Take one. Hear it? 'Pluck me,' it's saying. That big, shiny red one. 'Pluck me, pluck me now and pluck me hard.' You know you want to.""
As a little girl or boy, what have you thought of the story of Eve of the Garden of Eden and the whispering snake? ’How stupid was Eve, to believe a snake?’, ‘A wise man would never do that to be fallen under its spell’?
White Forest: The background of the work is set as a space where your unconsciousness gets intertwined with something that can be restored to sensuous and physical matter. Deep under your consciousness, there are the desires structuring the basis of your thinking and behaviours, which then are visualised into the illusory space of white forest. Human desires have been the force driving the whole parts of human beings and given a rise to numerous actions and emotions including happiness, joy, sadness, and jealousy. These fruits might blur your own visions, distracting you to make a right decision, but it at the same time becomes a driving force of your life journey to move forward. Illusion is not a reflection of the reality, but a deformation, and it’s also a human desire that leads the fantasy.
So here we ask you once again. Now, at this place, the deepest part of the forest of your unconsciousness, you now hear the voice of snake whispering to you. The man with the fruit will bear fruits at the back of his mind. Eat the fruit and you can have the desires of your heart; it’s not evil, it’s noble, good, and even delicious. Here you are facing this raw, bare face of the 8th desire in the white forest. In front of this very beginning moment of the yet-unawakened desire, what would be your choice?","“Go on, my dear,"" urges the snake. ""Take one. Hear it? 'Pluck me,' it's saying. That big, shiny red one. 'Pluck me, pluck me now and pluck me hard.' You know you want to.""
뱀의 속삭임에 넘어간 에덴 동산의 이브를 보며 어린 시절의 당신은 무엇을 떠올렸는가?
작품의 배경인 흰 숲은 물질적이고, 의식적인 것으로 환원될 수 없는 당신의 무의식과 교차되는 공간이다. 무의식의 저변에 깔린 욕망은 당신의 의식과 사고, 행동을 조직하는 기초가 되어 흰 숲이라는 환상의 공간으로 가시화된다. 욕망은 태초부터 인간의 행위 전반의 근간이 되었으며 지금까지도 기쁨과 슬픔, 환희, 질투를 비롯한 수많은 행위들과 감정들을 낳는다. 이 산물들은 당신의 눈 앞을 흐림과 동시에 삶이란 여정에 추진력이 되어 당신을 나아가게 할 것이다. 환상은 현실의 반영이 아닌 현실의 변형으로, 이러한 환상을 이끌어나가는 것 역시 인간의 욕망이다.
우리는 지금의 당신에게 다시 한 번 묻는다. 지금 여기, 당신의 무의식의 숲 그 깊은 곳에서 뱀의 속삭임이 들려온다. 열매를 손에 넣은 자는 마음 속 깊이 자리잡은 욕망의 결실을 얻으리라. 그것은 결코 악하지 않으며, 고결하고 아름답고, 또한 탐스럽다. 깨어나지 못한 8번째 욕망의 시작, 그 맨얼굴과 마주했을 때 당신은 어떤 선택을 할 것인가?
당신의 환상이 우리의 작품을 가득 채울 것이며,
우리의 작품이 당신의 환상을 가득 채울 것이다.",EXHIBITION,Interactive Installation Media Art,인터렉티브 설치 미디어 아트,GroGHVQF88g,"박성은,이가윤,이지현,이화승",2016,19,7
0x90; Note on,0x90; Note on,"It is the strongest power of illusion that we work off our creative energy eventhough we can’t realize that in the constraints of life. We want to represent the moment that people can experience the power of illusion, using the light in the space.
People will touch the light bulbs - the main objet which has the light in the limited shape - and make sounds. With a line of 8 light bulbs and their sounds, we can feel another harmony. ‘0x90’ is a MIDI command which means ‘Note On’ and in this artwork, we all become performers who make sounds from the light and design multimodal interaction that stir each other’s various feelings.","“Creation beyond Imagination”
일상의 제약 안에서 실감할 수 없음에도 창조적 에너지를 발산하는 것이야 말로 환상이 가지는 강력한 힘이다. 우리는 빛이라는 자연적 요소를 공간 속에 녹여 환상의 힘을 감각적으로 경험할 수 있는 순간을 재현해보고자 이 작품을 기획하였다.
관람객은 한정된 형태 내에 빛을 담고 있는 중심 오브제인 전구를 직접 만지며 소리를 빚어내고, 한 줄로 늘어선 8개의 전구와 그들의 사운드를 통해 또 다른 조화로움을 느끼게 된다. 
0x90은 특정한 음을 연주하라(Note On)는 의미의 미디 명령어로, 본 작품에서 우리 모두는 빛을 통해 사운드를 만들어내는 연주자가 되어 서로의 다채로운 감각을 자극할 멀티모달 인터랙션을 직접 디자인하게 될 것이다.",EXHIBITION,Installation Media Art,설치 미디어아트,hayIXtMVtGY,"박선우,박채린,이희수,천용희",2016,20,8
Gye(System),계(系),"Fantasy itself is a system or a structure. It is not a detailed phenomenon that can be specified into one state, but the inner system of the human being itself is a fantasy. The moment we recognize the existence of one object makes us to get far away from that object, because we get trapped by the structure as fantasy. We cannot get out of the structure until we face the object completely into the front. And we are not able to get out of the sense of loss of losing the structure when we bail out of the structure. This is what we call fantasy. Fantasy is flowing inside ourselves, filling our system at this very moment. ","환상은 하나의 계, 혹은 구조다. 어떤 특정지을 수 있는 구체적 현상이 아니라 사람의 내부에서의 시스템 자체가 환상이다. 어떤 객체가 있다면 그 객체를 인지하는 순간부터 우리는 그 객체와 멀어진다. 환상이라는 구조에 갇히기 때문이다. 그 객체를 전면적으로 마주하기 전까지 우리는 그 구조를 빠져나올 수 없다. 그리고 그 구조를 빠져나오는 순간 구조를 잃은 상실감에서 헤어나오지 못한다. 그것이 바로 환상이다. 환상은 지금도 우리 속을 흐른다.",EXHIBITION,Installation,설치,Re-G-qciFDE,조남준,2016,21,5
A midsummer Night’s Snow,한여름 밤의 눈,"A girl living in the world of summer got a hobby to collect the fashion calendar with four seasons. She has a dream to live in the country with four distinct seasons. She dolls herself up like a model in the calendar, imagining about the four seasons in her own way to satisfy her romantic ideas about ‘the country with four seasons’, but she soon reaches the limitation in winter the last season. 
Can the girl realize her dream of ‘A Midsummer Night’s Snow?’
As the only producer, there were no little hardships proceeding the work and solving problems every time on my own. Over a year of production period, I sometimes experienced slumps, but I got encouraged by the girl in the story and could be able to get out of it. The girl struggling to realize her own fantasy made me to strengthen my determination to complete my work. Perhaps it might be because whenever I could not proceed the work anymore, the girl in the screen staying as same pose for days made me felt bad for reminding myself.
Some people say it is foolish to have a dream which is nearly impossible in reality like waiting for A Midsummer Night’s Snow. However, like the girl and the boy of my story achieved their dreams, I hope the young who are in loss of their dreams in these days could get the message that it is not everything to give it up just because it seems impossible to some people through this work.","일 년 내내 여름인 나라에 사는 소녀는 사계절 패션 달력을 모으는 것이 취미다. 그 소녀에게는 사계절의 구분이 뚜렷한 곳에서 살고 싶은 꿈이 있다. 소녀는 달력 속 모델들처럼 꾸미고 자기 나름대로 사계절을 상상하면서 ‘사계절이 존재하는 나라'에 대한 로망을 채워나가지만, 마지막 계절인 겨울에서 곧 한계에 부딪히게 된다. 
과연 소녀는 ‘한여름 밤의 겨울'을 이룰 수 있을까? 
일인 제작자로 처음부터 끝까지 모든 과정을 진행하고 수시로 문제점을 해결해야 했기에 적잖은 어려움이 있었던 작품이다. 1년 가까운 제작 시간 동안 때로 슬럼프에 빠질 때도 있었지만, 그때마다 힘을 준 것이 이야기 속 소녀이다. 소녀가 자신의 환상을 이루기 위해 노력하는 모습을 보며 나도 작품을 반드시 완성해야겠다는 각오를 다질 수 있었다. 어쩌면 더는 능률이 오르지 않아 작업을 진행하지 못하고 있을 때 며칠이고 같은 자세로 서 있는 소녀가 나를 보는 것 같아 안쓰러웠기 때문일지도 모른다. 
여름 밤에 눈이 내리는 것처럼 현실적으로 불가능해 보이는 꿈을 가진 이에게 일찌감치 포기하는 것이 현명한 행동이라고 조언을 하는 사람들이 있다. 하지만 작품 속의 소녀와 소년이 작게나마 소녀의 꿈을 이룬 것처럼, 꼭 포기하는 것만이 능사는 아니란 것을 요즘 꿈을 잃어가는 청춘들에게 작품을 통해 말하고 싶었다.",EXHIBITION,Film,영상,ObreczWbrs4,박민경,2016,23,2
Level Up Showcase,Level Up Showcase,"Level Up is a society of the creation and study of VR game contents. Beginning as a Small Creator Group of Sogang University, Department of Art&Technology major on March, 2015, Each member of Level Up has been working on game production with pleasure for two years.
The title of the contents to exhibit in 2016 ATC is <Shopping Cart>. <Shopping cart> is a casual game that the player should get to the final destination of counter in time, with their products on the shopping list put correctly into the cart. 
The background of the game is an ordinary market with shopping carts, and there are two shelves full of products on both sides of the player. When the game begins, a shopping list of needed products will be shown to the player. The biggest goal of the game is to ‘grab and put’ every product written on the shopping list into the cart. If safely get back to the counter with a cart ‘without any trouble’ in time, then the player will get a high score. 
The player should GRAB each product carefully, because if the player could not make a detailed control when grabbing the product, other products nearby also come along to the cart. The player can also put them back to the shelf, but we wonder if there would be enough time for the players to do so. Every product in the cart should be counted as scores when arrived at the cashier, and the player will get minus points for the unwanted products. 
Level Up has been considering the contents to make the best use of medium characteristics only VR can have. We’re planning contents with diverse topics including 360 viewing angle and room-scale VR, and <Shopping Cart> is especially for making the public to be closer with VR controller.","Level Up은 VR 게임 컨텐츠 연구·제작 학회로, 2015년 3월에 Art&Technology학과 소속의 Small Creator Group으로 시작하여 2년째 즐겁게 게임을 만들어 나가고 있습니다.
2016년 ATC에 출품한 컨텐츠의 이름은 <Shopping Cart>입니다. <Shopping Cart>는 마트에서 정해진 시간 안에 쇼핑 리스트의 물건들을 카트에 잘 담아 목적지(계산대)까지 도착해야 하는 캐주얼 게임입니다.
배경은 쇼핑카트를 끌 수 있을 만한 규모의 마트로, 양 옆에는 물건으로 가득한 진열장이 있습니다. 게임을 시작하면 사야 하는 물건이 표시된 쇼핑 리스트가 나옵니다. 플레이어는 이 쇼핑 리스트에 적힌 물건과 진열장에 있는 물건의 이름을 잘 파악하여 물건을 잡아 카트로 넣어 무사히 목적지인 계산대까지 도착하면, 높은 점수를 얻을 수 있습니다.
물건을 잡다가 세세히 컨트롤을 하지 못하면 주변의 물건까지 건드려 카트 안으로 딸려 오게 됩니다. 카트 안으로 들어온 물건은 다시 가져다 놓을 수 있지만, 여러분께 그럴 시간이 과연 있을지 모르겠습니다. 계산대에 도착 했을 때 카트 안의 물건은 무조건 계산해야 하며, 필요치 않은 물건을 계산할 시 점수가 깎입니다.
이처럼 Level Up에서는 VR만이 갖고 있는 매체적 특성을 잘 활용할 수 있는 콘텐츠가 무엇일지 고민하고 있습니다. 360°의 시야각, room-scale VR 등 다양한 주제로 컨텐츠를 기획하고 있는데,  <Shopping Cart>는 특히 대중이 VR게임 컨트롤러와 친해지기를 바라는 마음에서 기획하였습니다.",SHOWCASE,VR,Virtual Reality,A5jj9xYetKg,"박성은,이다영,정다은,조은비,최하은",2016,A,7
Future Dining,Future Dining,"Today interest in food is increasing day by day. This is due to the fact that the meaning of food has changed from the basic concept of filling oneself to establishing a better relationship with others and increasing the quality of life. 
Using the concepts of 'food' and 'meal' which are closely linked to the lives of people today we planned our project 'DIETABLE' in order to offer people a more entertainable life and generate easier and efficient meal times. Based on the diverse categories related to food we focused mainly on appetites. We especially concentrated in developing     eating utensils that can increase or decrease appetites helping people who have lost their appetites or want to lose weight. Our aim is to create a content that can be useful to these people.
","음식에 대한 관심이 날로 높아지고 있는 요즘이다. 이는 과거 단순히 배를 채우는 용도로만 여겨졌던 식사의 개념이 이제는 다른 사람과의 관계를 구축하고, 더 나은 삶을 만들어주는 좋은 소재가 되었기 때문이라고 볼 수 있다. 우리는 사람들의 일상에 밀접하게 자리하고 있는 ‘음식’, ‘식사’라는 컨텐츠를 활용하여, 사람들에게 보다 엔터테인먼트적인 삶을 제공하고, 편리하고 유용한 식사시간을 만들어주고자 하는 의도로 ‘DIETABLE’을 기획하였다. 작년에 같이 진행하였던 졸업창작프로젝트 ‘따뜻해 밥상’은 미디어 아트적인 개념에서 식사 문화에 접근하였다면, 이번에는 실용성있고, 사람들에게 직접적인 영향을 줄 수 있는 컨텐츠를 만들어보고 싶었기에 제품 프로토타입 제작으로 큰 방향을 잡았다. 식사와 관련된 많은 카테고리들 중, 특히 식욕에 집중하여 식욕을 증진시키고, 억제시키는 식사 도구를 만들어 입맛이 없거나, 체중조절을 원하는 사람들에게 유용하게 쓰일 수 있는 컨텐츠를 만들고자 하였다.
DIETABLE 은 식사라는 뜻의 DIET 와 식탁이라는 뜻의 TABLE 의 합성어이며, 또한 효율적인 식사가 가능하다는 Diet ‘able’이라는 뜻을 내포하고 있다. 음식에 대한 인류의 관심은 유구한 역사동안 지속되어 왔으며, 현재는 단순히 음식을 먹기위한 1 차원적인 접근이 아니라 심리학, 뇌과학 등과 결합되어 새로운 분야를 창출해내고 있다. 그 중 하나인 미식 물리학은 음식을 먹을 때 사람들의 심리적 요인을 분석하고 이에 따라 식사량을 증진시키거나 감소시키는 학문인데. 우리는 이러한 학문적 연구로부터 인사이트를 얻어 식사량을 조절하는 각각의 방법을 활용한 프로젝트를 제작하였다.",SHOWCASE,Product Prototype,시제품 제작,A1GCmAPj628,"김수현,권정연",2016,B,6
Doo Doom Chit,두둠칫,"All you need is ""DANCE""!
'DooDumChit' is named after the dancing emoji. We create an easy-to-mimic ‘tap dance’ rhythm game contents for not only for those who enjoy dancing, but for everyone. 
Tap dance is derived from the large log called clog in Ireland and  it has developed independently with the fashion of jazz music in the 1920s. The key point of the dance is to make a sound of quick light footstep made through the tap between the iron heel on the front and back of the shoes and the floor. People who often feel embarrassed about their body moves can enjoy the dance casually because tap dance does not focus on its movement, but the sound.
Since the tap shoes, which are the major parts of tap dance are quite difficult to buy and expensive, we tried to modularize the iron heel called gong attached under the shoes so that multiple users can enjoy the dance together with one shoes. 
All the users need to do is just to wear modularized tap shoes and move their bodies with the rhythm of the music along the icon appears on the screen. The score is calculated depending on the accuracy and you can compete with multiple people who participated in DooDumChit. Wearing module and dancing step by step, you will be able to find yourself riding on new rhythm with noticing yourself to be. If you move your body slightly to fit the movements of your feet, it will give much more fun when you 'DooDumChit’.","All you need is ""DANCE""!
'두둠칫'은 춤추는 이모티콘에서 따온 이름입니다. 춤을 즐기는 사람뿐만 아니라 어색해 하는 사람들도 쉽게 따라할 수 있는 ‘탭댄스’를 리듬 게임의 형태로 컨텐츠를 제작했습니다. 탭댄스는 아일랜드의 클로그(clog)에서 유래하여, 1920년대 재즈 음악의 유행과 함께 독자적으로 발달했습니다. 신발 아래 앞, 뒤로 달린 쇠 굽이 바닥과 맞닿으며 경쾌한 소리를 내는 게 핵심입니다. 동작이 아니라 소리가 중심이 되는 춤이기 때문에 몸을 움직이는 게 어렵게만 느껴졌던 사람들도 부담 없이 즐길 수 있습니다.
탭댄스의 핵심이 되는 탭슈즈는 구하기 어렵고 꽤 가격이 나가기 때문에, 여러 사용자가 함께 할 수 있도록 슈즈 아래 달린 쇠굽(징)을 모듈화 했습니다. 사용자는 모듈화 한 쇠굽을 본인의 신발에 착용하고 화면에 보이는 아이콘과 음악의 리듬에 맞춰 발을 움직이면 됩니다. 정확도에 따라 점수가 계산되고 ‘두둠칫’에 참여한 여러 사용자와 등수를 겨뤄볼 수 있습니다. 모듈을 착용하고 한 발 한 발 내딛다 보면 어느 새 리듬을 타고 있는 자신을 발견할 수 있을 것 입니다. 발의 움직임에 맞춰 조금씩 몸을 움직여 주면 훨씬 더 재밌게 ‘두둠칫’하실 수 있을 것입니다.",SHOWCASE,Interactive Game,인터렉티브 게임,hHug-xS86ds,"김수현,박영우,장윤정",2016,C,18
NoticeMe,NoticeMe,"NoticeMe.
Journey to the heart of the other world. Meet hilarious, fantastic new creatures.
In our mobile game “NoticeMe”, you need to distinguish, and make yourself the most unique one among all the others. Customise yourself with different parts, be the most unique one, and mingle with others. Main character, “me”, is so unconfident about appearance, and always looking others through the window, hoping to be with them. Me, then stand with the others after dressing me up to be the most attractive one, craving to be loved. How uniquely you decorate the main character will make you be praised and clear the stage, because this is how the “coolest” world of loving difference works!
It might be the same old story, but we are always afraid of revealing our true selves in front of the others. Of course we all know it’s nothing to present ourselves in minds, but it’s still hard to take off the mask and face the true me. The main character also feels lonely alone, but soon put on a mask to move forward the new world and meet others. What we, creators wanted to say through this game is that it is just okay to love both the masked me and the true me. You’re beautiful just the way you are. And your efforts to be a better “me” is also lovely enough.","NoticeMe, 나를 봐주세요.
NoticeMe는 특성을 조합하여 특이한 존재 중에서 가장 눈에 띄게 하는 모바일 퍼즐 게임이다. 자신이 없는 주인공은 창밖으로 다른 이들의 모습을 관찰한다. 다양한 파츠를 입고, 가장 눈에 띄는 캐릭터가 되도록 꾸며서 그들 사이에 선다. 그렇게 해서 다른 이들에게 사랑받고 싶어 한다. 매 스테이지마다 새로운 모습의 존재들 사이에서 가장 눈에 띄기 위해서 다양한 파츠로 주인공을 꾸며볼 수 있다. 얼마나 독특하게 주인공을 꾸몄느냐에 따라 칭찬을 듣고, 스테이지를 클리어할 수 있다. 여기는 자신과 다름을 사랑하는 그런 쿨한 세계니깐!
조금 뻔한 이야기일지도 모르지만, 사람은 누구나 자기 자신을 완전히 드러내기를 두려워한다고 생각한다. 많은 이들은 가면을 쓰지 않은 자신 또한 사랑받을 수 있다는 것도 알고 있지만, 마음속 깊이 이해하기 어렵다. 게임 속 주인공 또한 홀로 외로워하다가 다른 이들을 만나기 위해 단장을 하고 밖으로 나간다. 이 게임을 통해서 네가 아닌 네가 되는 그 노력도, 꾸미지 않은 그대로의 너도 괜찮은 것이라고 말해주고 싶다.",SHOWCASE,Game,게임,_2oVH-uE-Io,"이다영,홍소희",2016,D,4